ZEIT;AA  _TEM;AA  _ETP;AA  _IZP;AA  _TRA;AA  _EVA;AA  _ETA;AA  _SCH;AA  _NIE;AA  _NEF;AA  _QOB;AA  _QBA;AA  _QIN;AA  _1AB;AA  _BOF;AE  _TEM;AE  _ETP;AE  _IZP;AE  _TRA;AE  _EVA;AE  _ETA;AE  _SCH;AE  _NIE;AE  _NEF;AE  _QOB;AE  _QBA;AE  _QIN;AE  _1AB;AE  _BOF;AB  _TEM;AB  _ETP;AB  _IZP;AB  _TRA;AB  _EVA;AB  _ETA;AB  _SCH;AB  _NIE;AB  _NEF;AB  _QOB;AB  _QBA;AB  _QIN;AB  _1AB;AB  _BOF;AC  _TEM;AC  _ETP;AC  _IZP;AC  _TRA;AC  _EVA;AC  _ETA;AC  _SCH;AC  _NIE;AC  _NEF;AC  _QOB;AC  _QBA;AC  _QIN;AC  _1AB;AC  _BOF;AD  _TEM;AD  _ETP;AD  _IZP;AD  _TRA;AD  _EVA;AD  _ETA;AD  _SCH;AD  _NIE;AD  _NEF;AD  _QOB;AD  _QBA;AD  _QIN;AD  _1AB;AD  _BOF;S0  _1ZU;S0  _1AB;S0  _WSP;S0  _  v;S1  _1ZU;S1  _1AB;S1  _WSP;S1  _  v;S2  _1ZU;S2  _1AB;S2  _WSP;S2  _  v;S3  _1ZU;S3  _1AB;S3  _WSP;S3  _  v
21.12.1970 00:00;1.531;0.125;0;0;0;0.125;0;2.338;0.584;0.052;0.084;0;0.136;0;1.531;0.125;0;0;0;0.125;0;2.994;0.749;0.053;0.066;0;0.12;0;1.531;0.125;0;0;0;0.125;0;3.494;0.873;0.048;0.054;0;0.102;0;1.531;0.125;0;0;0;0.125;0;3.474;0.868;0.086;0.102;0;0.188;0;1.531;0.125;0;0;0;0.125;0;3.057;0.764;0.079;0.112;0;0.191;0;0.191;0.118;0;            NaN;0.408;0.317;0;            NaN;0.437;0.392;0;            NaN;0.529;0.469;0;            NaN
22.12.1970 00:00;-2.406;0.138;0;0;0;0.138;12.222;1.344;0;0.016;0.084;0;0.101;0;-2.406;0.138;0;0;0;0.138;18.165;1.998;0;0.016;0.066;0;0.083;0;-2.406;0.138;0;0;0;0.138;22.045;2.425;0;0.019;0.054;0;0.073;0;-2.406;0.138;0;0;0;0.138;22.114;2.433;0;0.039;0.102;0;0.142;0;-2.406;0.138;0;0;0;0.138;20.403;2.244;0;0.035;0.112;0;0.147;0;0.147;0.191;0;            NaN;0.406;0.408;0;            NaN;0.491;0.437;0;            NaN;0.538;0.529;0;            NaN
23.12.1970 00:00;-7.694;0.172;0;0;0;0.172;13.386;0.128;0;0.002;0.084;0;0.086;0;-7.694;0.172;0;0;0;0.172;21.233;0.338;0;0.002;0.066;0;0.068;0;-7.694;0.172;0;0;0;0.172;26.364;0.475;0;0.003;0.054;0;0.057;0;-7.694;0.172;0;0;0;0.172;26.489;0.481;0;0.006;0.102;0;0.109;0;-7.694;0.172;0;0;0;0.172;24.67;0.469;0;0.005;0.112;0;0.117;0;0.117;0.147;0;            NaN;0.312;0.406;0;            NaN;0.474;0.491;0;            NaN;0.577;0.538;0;            NaN
24.12.1970 00:00;-8.225;0.148;0;0;0;0.148;14.511;0.124;0;0;0.084;0;0.084;0;-8.225;0.148;0;0;0;0.148;22.5;0.139;0;0;0.066;0;0.066;0;-8.225;0.148;0;0;0;0.148;27.898;0.169;0;0;0.054;0;0.054;0;-8.225;0.148;0;0;0;0.148;27.96;0.162;0;0;0.102;0;0.102;0;-8.225;0.148;0;0;0;0.148;25.545;0.096;0;0;0.112;0;0.112;0;0.112;0.117;0;            NaN;0.274;0.312;0;            NaN;0.379;0.474;0;            NaN;0.558;0.577;0;            NaN
25.12.1970 00:00;-6.637;0.137;0;0;0;0.137;18.273;0.414;0;0;0.084;0;0.084;0;-6.637;0.137;0;0;0;0.137;27.324;0.531;0;0;0.066;0;0.066;0;-6.637;0.137;0;0;0;0.137;33.466;0.613;0;0;0.054;0;0.054;0;-6.637;0.137;0;0;0;0.137;33.5;0.609;0;0;0.102;0;0.102;0;-6.637;0.137;0;0;0;0.137;29.176;0.399;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.269;0.274;0;            NaN;0.34;0.379;0;            NaN;0.463;0.558;0;            NaN
26.12.1970 00:00;-6.956;0.164;0;0;0;0.164;21.875;0.396;0;0;0.084;0;0.084;0;-6.956;0.164;0;0;0;0.164;32.472;0.566;0;0;0.066;0;0.066;0;-6.956;0.164;0;0;0;0.164;39.489;0.663;0;0;0.054;0;0.054;0;-6.956;0.164;0;0;0;0.164;39.585;0.669;0;0;0.102;0;0.102;0;-6.956;0.164;0;0;0;0.164;33.773;0.506;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.269;0;            NaN;0.335;0.34;0;            NaN;0.425;0.463;0;            NaN
27.12.1970 00:00;-9.5;0.145;0;0;0;0.145;22.841;0.106;0;0;0.084;0;0.084;0;-9.5;0.145;0;0;0;0.145;33.92;0.159;0;0;0.066;0;0.066;0;-9.5;0.145;0;0;0;0.145;41.193;0.187;0;0;0.054;0;0.054;0;-9.5;0.145;0;0;0;0.145;41.318;0.191;0;0;0.102;0;0.102;0;-9.5;0.145;0;0;0;0.145;35.727;0.215;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.425;0;            NaN
28.12.1970 00:00;-7.956;0.116;0;0;0;0.116;44.591;2.392;0;0;0.084;0;0.084;0;-7.956;0.116;0;0;0;0.116;56.92;2.53;0;0;0.066;0;0.066;0;-7.956;0.116;0;0;0;0.116;65.568;2.681;0;0;0.054;0;0.054;0;-7.956;0.116;0;0;0;0.116;65.506;2.661;0;0;0.102;0;0.102;0;-7.956;0.116;0;0;0;0.116;55.733;2.201;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
29.12.1970 00:00;-5.975;0.132;0;0;0;0.132;54.477;1.087;0;0;0.084;0;0.084;0;-5.975;0.132;0;0;0;0.132;67.375;1.15;0;0;0.066;0;0.066;0;-5.975;0.132;0;0;0;0.132;76.648;1.219;0;0;0.054;0;0.054;0;-5.975;0.132;0;0;0;0.132;76.5;1.209;0;0;0.102;0;0.102;0;-5.975;0.132;0;0;0;0.132;65.273;1.049;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
30.12.1970 00:00;-5.463;0.128;0;0;0;0.128;87.977;3.685;0;0;0.084;0;0.084;0;-5.463;0.128;0;0;0;0.128;104.25;4.056;0;0;0.066;0;0.066;0;-5.463;0.128;0;0;0;0.128;116.023;4.331;0;0;0.054;0;0.054;0;-5.463;0.128;0;0;0;0.128;115.812;4.324;0;0;0.102;0;0.102;0;-5.463;0.128;0;0;0;0.128;102.903;4.139;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
31.12.1970 00:00;-6.981;0.116;0;0;0;0.116;118.767;3.387;0;0;0.084;0;0.084;0;-6.981;0.116;0;0;0;0.116;142.386;4.195;0;0;0.066;0;0.066;0;-6.981;0.116;0;0;0;0.116;157.358;4.547;0;0;0.054;0;0.054;0;-6.981;0.116;0;0;0;0.116;157.057;4.537;0;0;0.102;0;0.102;0;-6.981;0.116;0;0;0;0.116;141.517;4.247;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
01.01.1971 00:00;-8.8;0.137;0;0;0;0.137;129.341;1.163;0;0;0.084;0;0.084;0;-8.8;0.137;0;0;0;0.137;157.977;1.715;0;0;0.066;0;0.066;0;-8.8;0.137;0;0;0;0.137;175.511;1.997;0;0;0.054;0;0.054;0;-8.8;0.137;0;0;0;0.137;175.182;1.994;0;0;0.102;0;0.102;0;-8.8;0.137;0;0;0;0.137;157.222;1.727;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
02.01.1971 00:00;-5.863;0.096;0;0;0;0.096;135.682;0.697;0;0;0.084;0;0.084;0;-5.863;0.096;0;0;0;0.096;167.773;1.077;0;0;0.066;0;0.066;0;-5.863;0.096;0;0;0;0.096;187.67;1.337;0;0;0.054;0;0.054;0;-5.863;0.096;0;0;0;0.096;187.341;1.337;0;0;0.102;0;0.102;0;-5.863;0.096;0;0;0;0.096;169.455;1.346;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
03.01.1971 00:00;-3.819;0.103;0;0;0;0.103;139.841;0.457;0;0;0.084;0;0.084;0;-3.819;0.103;0;0;0;0.103;174.074;0.693;0;0;0.066;0;0.066;0;-3.819;0.103;0;0;0;0.103;195.398;0.85;0;0;0.054;0;0.054;0;-3.819;0.103;0;0;0;0.103;195.068;0.85;0;0;0.102;0;0.102;0;-3.819;0.103;0;0;0;0.103;175.926;0.712;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
04.01.1971 00:00;-5.456;0.102;0;0;0;0.102;142.5;0.292;0;0;0.084;0;0.084;0;-5.456;0.102;0;0;0;0.102;176.778;0.298;0;0;0.066;0;0.066;0;-5.456;0.102;0;0;0;0.102;198.352;0.325;0;0;0.054;0;0.054;0;-5.456;0.102;0;0;0;0.102;197.96;0.318;0;0;0.102;0;0.102;0;-5.456;0.102;0;0;0;0.102;177.705;0.196;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
05.01.1971 00:00;-7.606;0.107;0;0;0;0.107;143.295;0.087;0;0;0.084;0;0.084;0;-7.606;0.107;0;0;0;0.107;177.375;0.066;0;0;0.066;0;0.066;0;-7.606;0.107;0;0;0;0.107;198.92;0.062;0;0;0.054;0;0.054;0;-7.606;0.107;0;0;0;0.107;198.5;0.059;0;0;0.102;0;0.102;0;-7.606;0.107;0;0;0;0.107;178.074;0.041;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
06.01.1971 00:00;-6.825;0.128;0;0;0;0.128;143.358;0.007;0;0;0.084;0;0.084;0;-6.825;0.128;0;0;0;0.128;177.438;0.007;0;0;0.066;0;0.066;0;-6.825;0.128;0;0;0;0.128;198.92;0;0;0;0.054;0;0.054;0;-6.825;0.128;0;0;0;0.128;198.5;0;0;0;0.102;0;0.102;0;-6.825;0.128;0;0;0;0.128;178.261;0.021;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
07.01.1971 00:00;-1.25;0.155;0;0;0;0.155;143.386;0.003;0;0;0.084;0;0.084;0;-1.25;0.155;0;0;0;0.155;177.778;0.038;0;0;0.066;0;0.066;0;-1.25;0.155;0;0;0;0.155;199.545;0.069;0;0;0.054;0;0.054;0;-1.25;0.155;0;0;0;0.155;199.125;0.069;0;0;0.102;0;0.102;0;-1.25;0.155;0;0;0;0.155;178.472;0.023;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.419;0;            NaN
08.01.1971 00:00;2.719;0.142;0;0;0;0.142;32.855;0;0.658;0.056;0.084;0;0.14;0;2.719;0.142;0;0;0;0.142;55.848;0.016;0;0;0.066;0;0.066;0;2.719;0.142;0;0;0;0.142;77.54;0.031;0;0;0.054;0;0.054;0;2.719;0.142;0;0;0;0.142;77.12;0.031;0;0;0.102;0;0.102;0;2.719;0.142;0;0;0;0.142;56.586;0.006;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.475;0.419;0;            NaN
09.01.1971 00:00;4.531;0.124;0;0;0;0.124;0;0;3.285;0.296;0.084;0;0.381;0;4.531;0.124;0;0;0;0.124;0;0;4.893;0.328;0.066;0;0.395;0;4.531;0.124;0;0;0;0.124;2.422;0;5.253;0.26;0.054;0;0.315;0;4.531;0.124;0;0;0;0.124;2.194;0;5.264;0.462;0.102;0;0.564;0;4.531;0.124;0;0;0;0.124;0;0;4.91;0.493;0.112;0;0.605;0;0.605;0.112;0;            NaN;0.99;0.268;0;            NaN;0.663;0.335;0;            NaN;0.715;0.475;0;            NaN
10.01.1971 00:00;3.763;0.157;0;0;0;0.157;0;0;0;0.092;0.084;0;0.176;0;3.763;0.157;0;0;0;0.157;0;0;0;0.103;0.066;0;0.17;0;3.763;0.157;0;0;0;0.157;0;0;0.242;0.123;0.054;0;0.178;0;3.763;0.157;0;0;0;0.157;0;0;0.219;0.25;0.102;0;0.352;0;3.763;0.157;0;0;0;0.157;0;0;0;0.222;0.112;0;0.334;0;0.334;0.605;0;            NaN;1.134;0.99;0;            NaN;1.16;0.663;0;            NaN;0.839;0.715;0;            NaN
11.01.1971 00:00;1.825;0.215;0;0;0;0.215;0;0;0;0.01;0.084;0;0.094;0;1.825;0.215;0;0;0;0.215;0;0;0;0.011;0.066;0;0.077;0;1.825;0.215;0;0;0;0.215;0;0;0;0.021;0.054;0;0.075;0;1.825;0.215;0;0;0;0.215;0;0;0;0.049;0.102;0;0.151;0;1.825;0.215;0;0;0;0.215;0;0;0;0.033;0.112;0;0.145;0;0.145;0.334;0;            NaN;0.56;1.134;0;            NaN;1.212;1.16;0;            NaN;1.254;0.839;0;            NaN
12.01.1971 00:00;2.025;0.188;0;0;0;0.188;0;0;0;0;0.084;0;0.085;0;2.025;0.188;0;0;0;0.188;0;0;0;0;0.066;0;0.066;0;2.025;0.188;0;0;0;0.188;0;0;0;0.001;0.054;0;0.055;0;2.025;0.188;0;0;0;0.188;0;0;0;0.003;0.102;0;0.105;0;2.025;0.188;0;0;0;0.188;0;0;0;0.001;0.112;0;0.113;0;0.113;0.145;0;            NaN;0.306;0.56;0;            NaN;0.626;1.212;0;            NaN;1.296;1.254;0;            NaN
13.01.1971 00:00;2.125;0.172;0;0;0;0.172;0;0;0;0;0.084;0;0.084;0;2.125;0.172;0;0;0;0.172;0;0;0;0;0.066;0;0.066;0;2.125;0.172;0;0;0;0.172;0;0;0;0;0.054;0;0.054;0;2.125;0.172;0;0;0;0.172;0;0;0;0;0.102;0;0.102;0;2.125;0.172;0;0;0;0.172;0;0;0;0;0.112;0;0.112;0;0.112;0.113;0;            NaN;0.269;0.306;0;            NaN;0.372;0.626;0;            NaN;0.711;1.296;0;            NaN
14.01.1971 00:00;2.688;0.15;0;0;0;0.15;0;0;0;0;0.084;0;0.084;0;2.688;0.15;0;0;0;0.15;0;0;0;0;0.066;0;0.066;0;2.688;0.15;0;0;0;0.15;0;0;0;0;0.054;0;0.054;0;2.688;0.15;0;0;0;0.15;0;0;0;0;0.102;0;0.102;0;2.688;0.15;0;0;0;0.15;0;0;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.269;0;            NaN;0.336;0.372;0;            NaN;0.457;0.711;0;            NaN
15.01.1971 00:00;2.588;0.112;0;0;0;0.112;0;0.007;0;0;0.084;0;0.084;0;2.588;0.112;0;0;0;0.112;0;0.33;0;0;0.066;0;0.066;0;2.588;0.112;0;0;0;0.112;0;0.619;0.1;0.005;0.054;0;0.059;0;2.588;0.112;0;0;0;0.112;0;0.591;0.086;0.008;0.102;0;0.11;0;2.588;0.112;0;0;0;0.112;0;0.151;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.281;0.268;0;            NaN;0.335;0.336;0;            NaN;0.42;0.457;0;            NaN
16.01.1971 00:00;1.712;0.158;0;0;0;0.158;0;0.319;0;0;0.084;0;0.084;0;1.712;0.158;0;0;0;0.158;0;0.384;0;0;0.066;0;0.066;0;1.712;0.158;0;0;0;0.158;0;0.488;0.122;0.008;0.054;0;0.062;0;1.712;0.158;0;0;0;0.158;0;0.468;0.117;0.014;0.102;0;0.116;0;1.712;0.158;0;0;0;0.158;0;0.234;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.291;0.281;0;            NaN;0.347;0.335;0;            NaN;0.419;0.42;0;            NaN
17.01.1971 00:00;1.125;0.151;0;0;0;0.151;0;0.144;0;0;0.084;0;0.084;0;1.125;0.151;0;0;0;0.151;0;0.106;0;0;0.066;0;0.066;0;1.125;0.151;0;0;0;0.151;0;0.094;0.009;0.003;0.054;0;0.058;0;1.125;0.151;0;0;0;0.151;0;0.091;0.008;0.006;0.102;0;0.109;0;1.125;0.151;0;0;0;0.151;0;0.102;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.278;0.291;0;            NaN;0.357;0.347;0;            NaN;0.432;0.419;0;            NaN
18.01.1971 00:00;1.55;0.132;0;0;0;0.132;0;0.364;0;0;0.084;0;0.084;0;1.55;0.132;0;0;0;0.132;0;0.756;0.189;0.013;0.066;0;0.079;0;1.55;0.132;0;0;0;0.132;0;0.962;0.241;0.012;0.054;0;0.067;0;1.55;0.132;0;0;0;0.132;0;0.983;0.246;0.023;0.102;0;0.125;0;1.55;0.132;0;0;0;0.132;0;1.298;0.325;0.033;0.112;0;0.145;0;0.145;0.112;0;            NaN;0.304;0.278;0;            NaN;0.357;0.357;0;            NaN;0.442;0.432;0;            NaN
19.01.1971 00:00;3.106;0.153;0;0;0;0.153;0;3.115;0.779;0.066;0.084;0;0.15;0;3.106;0.153;0;0;0;0.153;0;4.228;1.057;0.075;0.066;0;0.141;0;3.106;0.153;0;0;0;0.153;0;4.975;1.244;0.067;0.054;0;0.121;0;3.106;0.153;0;0;0;0.153;0;4.977;1.244;0.12;0.102;0;0.222;0;3.106;0.153;0;0;0;0.153;0;4.283;1.071;0.122;0.112;0;0.234;0;0.234;0.145;0;            NaN;0.488;0.304;0;            NaN;0.445;0.357;0;            NaN;0.508;0.442;0;            NaN
20.01.1971 00:00;3.219;0.158;0;0;0;0.158;0;1.891;0.473;0.061;0.084;0;0.146;0;3.219;0.158;0;0;0;0.158;0;2.556;0.639;0.066;0.066;0;0.132;0;3.219;0.158;0;0;0;0.158;0;2.956;0.739;0.064;0.054;0;0.118;0;3.219;0.158;0;0;0;0.158;0;2.974;0.743;0.122;0.102;0;0.224;0;3.219;0.158;0;0;0;0.158;0;2.809;0.702;0.121;0.112;0;0.233;0;0.233;0.234;0;            NaN;0.576;0.488;0;            NaN;0.62;0.445;0;            NaN;0.591;0.508;0;            NaN
21.01.1971 00:00;2.312;0.15;0;0;0;0.15;0;0.291;0.073;0.021;0.084;0;0.106;0;2.312;0.15;0;0;0;0.15;0;0.566;0.141;0.025;0.066;0;0.092;0;2.312;0.15;0;0;0;0.15;0;0.681;0.17;0.028;0.054;0;0.082;0;2.312;0.15;0;0;0;0.15;0;0.704;0.176;0.057;0.102;0;0.16;0;2.312;0.15;0;0;0;0.15;0;0.911;0.228;0.062;0.112;0;0.174;0;0.174;0.233;0;            NaN;0.475;0.576;0;            NaN;0.668;0.62;0;            NaN;0.726;0.591;0;            NaN
22.01.1971 00:00;3.031;0.141;0;0;0;0.141;0;3.614;0.904;0.08;0.084;0;0.164;0;3.031;0.141;0;0;0;0.141;0;4.954;1.239;0.087;0.066;0;0.154;0;3.031;0.141;0;0;0;0.141;0;5.9;1.475;0.079;0.054;0;0.133;0;3.031;0.141;0;0;0;0.141;0;5.886;1.471;0.143;0.102;0;0.245;0;3.031;0.141;0;0;0;0.141;0;5.537;1.384;0.154;0.112;0;0.266;0;0.266;0.174;0;            NaN;0.552;0.475;0;            NaN;0.629;0.668;0;            NaN;0.832;0.726;0;            NaN
23.01.1971 00:00;5.219;0.124;0;0;0;0.124;0;6.151;1.538;0.155;0.084;0;0.24;0;5.219;0.124;0;0;0;0.124;0;9.256;2.314;0.182;0.066;0;0.248;0;5.219;0.124;0;0;0;0.124;0;11.219;2.805;0.171;0.054;0;0.225;0;5.219;0.124;0;0;0;0.124;0;11.264;2.816;0.313;0.102;0;0.415;0;5.219;0.124;0;0;0;0.124;0;11.097;2.774;0.343;0.112;0;0.455;0;0.455;0.266;0;            NaN;0.906;0.552;0;            NaN;0.8;0.629;0;            NaN;0.868;0.832;0;            NaN
24.01.1971 00:00;3.662;0.119;0;0;0;0.119;0;4.535;1.134;0.141;0.084;0;0.225;0;3.662;0.119;0;0;0;0.119;0;6.771;1.693;0.165;0.066;0;0.232;0;3.662;0.119;0;0;0;0.119;0;8.238;2.059;0.166;0.054;0;0.22;0;3.662;0.119;0;0;0;0.119;0;8.256;2.064;0.315;0.102;0;0.417;0;3.662;0.119;0;0;0;0.119;0;7.774;1.943;0.33;0.112;0;0.442;0;0.442;0.455;0;            NaN;1.092;0.906;0;            NaN;1.138;0.8;0;            NaN;1.025;0.868;0;            NaN
25.01.1971 00:00;3.7;0.123;0;0;0;0.123;0;4.277;1.069;0.126;0.084;0;0.211;0;3.7;0.123;0;0;0;0.123;0;6.593;1.648;0.151;0.066;0;0.218;0;3.7;0.123;0;0;0;0.123;0;8.294;2.073;0.155;0.054;0;0.209;0;3.7;0.123;0;0;0;0.123;0;8.243;2.061;0.292;0.102;0;0.395;0;3.7;0.123;0;0;0;0.123;0;7.704;1.926;0.3;0.112;0;0.412;0;0.412;0.442;0;            NaN;1.046;1.092;0;            NaN;1.31;1.138;0;            NaN;1.348;1.025;0;            NaN
26.01.1971 00:00;5.644;0.11;0;0;0;0.11;0;8.334;2.083;0.209;0.084;0;0.293;0;5.644;0.11;0;0;0;0.11;0;12.201;3.05;0.243;0.066;0;0.31;0;5.644;0.11;0;0;0;0.11;0;14.769;3.692;0.233;0.054;0;0.288;0;5.644;0.11;0;0;0;0.11;0;14.781;3.695;0.43;0.102;0;0.533;0;5.644;0.11;0;0;0;0.11;0;14.775;3.694;0.471;0.112;0;0.583;0;0.583;0.412;0;            NaN;1.232;1.046;0;            NaN;1.355;1.31;0;            NaN;1.604;1.348;0;            NaN
27.01.1971 00:00;4.719;0.12;0;0;0;0.12;0;13.684;3.421;0.35;0.084;0;0.434;0;4.719;0.12;0;0;0;0.12;0;16.832;4.208;0.35;0.066;0;0.417;0;4.719;0.12;0;0;0;0.12;0;19.087;4.772;0.321;0.054;0;0.375;0;4.719;0.12;0;0;0;0.12;0;19.041;4.76;0.595;0.102;0;0.697;0;4.719;0.12;0;0;0;0.12;0;17.708;4.427;0.625;0.112;0;0.737;0;0.737;0.583;0;            NaN;1.656;1.232;0;            NaN;1.649;1.355;0;            NaN;1.789;1.604;0;            NaN
28.01.1971 00:00;3.312;0.131;0;0;0;0.131;0;5.708;1.427;0.221;0.084;0;0.305;0;3.312;0.131;0;0;0;0.131;0;6.855;1.714;0.211;0.066;0;0.277;0;3.312;0.131;0;0;0;0.131;0;7.525;1.881;0.206;0.054;0;0.26;0;3.312;0.131;0;0;0;0.131;0;7.559;1.89;0.402;0.102;0;0.504;0;3.312;0.131;0;0;0;0.131;0;8.918;2.23;0.449;0.112;0;0.561;0;0.561;0.737;0;            NaN;1.501;1.656;0;            NaN;1.933;1.649;0;            NaN;1.954;1.789;0;            NaN
29.01.1971 00:00;2.312;0.182;0;0;0;0.182;0;0.429;0.107;0.058;0.084;0;0.143;0;2.312;0.182;0;0;0;0.182;0;0.661;0.165;0.057;0.066;0;0.123;0;2.312;0.182;0;0;0;0.182;0;0.731;0.183;0.064;0.054;0;0.118;0;2.312;0.182;0;0;0;0.182;0;0.759;0.19;0.136;0.102;0;0.238;0;2.312;0.182;0;0;0;0.182;0;1.638;0.41;0.173;0.112;0;0.285;0;0.285;0.561;0;            NaN;0.917;1.501;0;            NaN;1.624;1.933;0;            NaN;2.076;1.954;0;            NaN
30.01.1971 00:00;2.55;0.195;0;0;0;0.195;0;0.336;0.084;0.014;0.084;0;0.099;0;2.55;0.195;0;0;0;0.195;0;0.391;0.098;0.014;0.066;0;0.08;0;2.55;0.195;0;0;0;0.195;0;0.338;0.084;0.014;0.054;0;0.068;0;2.55;0.195;0;0;0;0.195;0;0.372;0.093;0.032;0.102;0;0.134;0;2.55;0.195;0;0;0;0.195;0;0.627;0.157;0.05;0.112;0;0.162;0;0.162;0.285;0;            NaN;0.487;0.917;0;            NaN;0.997;1.624;0;            NaN;1.723;2.076;0;            NaN
31.01.1971 00:00;3.762;0.14;0;0;0;0.14;0;0.315;0.079;0.009;0.084;0;0.094;0;3.762;0.14;0;0;0;0.14;0;0.689;0.172;0.014;0.066;0;0.08;0;3.762;0.14;0;0;0;0.14;0;0.95;0.237;0.014;0.054;0;0.068;0;3.762;0.14;0;0;0;0.14;0;0.952;0.238;0.027;0.102;0;0.129;0;3.762;0.14;0;0;0;0.14;0;0.606;0.152;0.026;0.112;0;0.138;0;0.138;0.162;0;            NaN;0.36;0.487;0;            NaN;0.567;0.997;0;            NaN;1.091;1.723;0;            NaN
01.02.1971 00:00;-0.888;0.143;0;0;0;0.143;0.682;0.075;0;0.002;0.084;0;0.087;0;-0.888;0.143;0;0;0;0.143;2.187;0.241;0;0.004;0.066;0;0.07;0;-0.888;0.143;0;0;0;0.143;3.409;0.375;0;0.005;0.054;0;0.06;0;-0.888;0.143;0;0;0;0.143;3.352;0.369;0;0.011;0.102;0;0.113;0;-0.888;0.143;0;0;0;0.143;1.42;0.156;0;0.008;0.112;0;0.12;0;0.12;0.138;0;            NaN;0.31;0.36;0;            NaN;0.43;0.567;0;            NaN;0.654;1.091;0;            NaN
02.02.1971 00:00;-4.438;0.146;0;0;0;0.146;1.869;0.131;0;0;0.084;0;0.085;0;-4.438;0.146;0;0;0;0.146;9.75;0.832;0;0;0.066;0;0.067;0;-4.438;0.146;0;0;0;0.146;15.909;1.375;0;0.001;0.054;0;0.055;0;-4.438;0.146;0;0;0;0.146;15.602;1.348;0;0.002;0.102;0;0.104;0;-4.438;0.146;0;0;0;0.146;6.92;0.605;0;0.001;0.112;0;0.113;0;0.113;0.12;0;            NaN;0.279;0.31;0;            NaN;0.377;0.43;0;            NaN;0.515;0.654;0;            NaN
03.02.1971 00:00;-0.6;0.141;0;0;0;0.141;52.659;5.587;0;0;0.084;0;0.084;0;-0.6;0.141;0;0;0;0.141;73.375;6.999;0;0;0.066;0;0.066;0;-0.6;0.141;0;0;0;0.141;92.841;8.462;0;0;0.054;0;0.054;0;-0.6;0.141;0;0;0;0.141;90.92;8.285;0;0;0.102;0;0.102;0;-0.6;0.141;0;0;0;0.141;55.608;5.356;0;0;0.112;0;0.112;0;0.112;0.113;0;            NaN;0.27;0.279;0;            NaN;0.345;0.377;0;            NaN;0.462;0.515;0;            NaN
04.02.1971 00:00;3.188;0.142;0;0;0;0.142;0;5.874;2.917;0.247;0.084;0;0.331;0;3.188;0.142;0;0;0;0.142;0;6.337;3.602;0.242;0.066;0;0.308;0;3.188;0.142;0;0;0;0.142;0;7;4.303;0.213;0.054;0;0.267;0;3.188;0.142;0;0;0;0.142;0;6.877;4.22;0.37;0.102;0;0.472;0;3.188;0.142;0;0;0;0.142;0;4.743;2.715;0.273;0.112;0;0.385;0;0.385;0.112;0;            NaN;0.852;0.27;0;            NaN;0.578;0.345;0;            NaN;0.677;0.462;0;            NaN
